County,State,Infant_Mortality,Suicide,Injury,Total_Births,Total_Deaths
Winnebago,WI,6.1,12.5,17,5441,3870
Wood,WI,3.7,11,16.2,4352,3424
Albany,WY,3.7,15.6,22.3,1881,925
"Big Horn",WY,6.2,21.9,26,1440,1304
Campbell,WY,4.7,20,30.2,2548,841
Carbon,WY,8.8,27.9,29.1,1775,1400
Converse,WY,7.5,20.7,22.1,1486,894
Crook,WY,0,20.8,29.5,634,481
Fremont,WY,9.4,27.2,32.5,2440,1843
Goshen,WY,7.7,15.2,29.2,1419,1276
"Hot Springs",WY,,23.9,28.4,437,627
Johnson,WY,0,14,26,674,739
Laramie,WY,6.5,14.4,22.3,5807,3337
Lincoln,WY,6.4,19.8,34.9,1907,983
Natrona,WY,4.9,23.2,29.6,4508,2938
Niobrara,WY,,-1111.1,-1111.1,254,307
Park,WY,3.9,17.4,22.6,1281,1173
Platte,WY,5,22.2,22.4,901,983
Sheridan,WY,4.8,20.5,23.3,1456,1455
Sublette,WY,8.7,20.4,29.9,656,467
Sweetwater,WY,10.2,27.9,29.5,2756,1264
Teton,WY,3.5,13.1,26.9,1931,680
Uinta,WY,7,18.4,25.5,3186,1060
Washakie,WY,9.1,14.1,33.3,974,844
Weston,WY,11.7,15.8,22.6,670,629
