County,State,Number_Counties,Population_Size,Population_Density,Poverty,White,Black,Native_American,Asian,Hispanic
"Val Verde",TX,33,47596,15,22.4,96.4,1.7,0.8,0.8,78.1
"Van Zandt",TX,35,52491,62,14,94.9,3.2,0.7,0.4,8.5
Victoria,TX,37,85648,97,15.5,91.2,6.4,0.7,1.1,41.1
Walker,TX,54,62735,80,19.4,74.5,23.4,0.4,0.9,15
Waller,TX,40,34821,68,17.5,71.7,26.5,0.6,0.6,22
Ward,TX,37,10237,12,17.1,93.4,5,0.9,0.4,44.6
Washington,TX,35,31521,52,13.6,79.7,18.3,0.3,1.4,11.6
Webb,TX,33,224695,67,27.1,98,0.6,0.6,0.6,94.8
Wharton,TX,41,41554,38,15.6,84.2,14.5,0.5,0.6,34.5
Wheeler,TX,25,4799,5,13.8,94.9,3.3,0.9,0.8,17.4
Wichita,TX,53,125894,201,15.6,84.2,10.6,1,2.1,13.8
Wilbarger,TX,57,13896,14,15.9,88.6,9.2,0.9,0.8,23.4
Willacy,TX,34,20382,34,30.2,96.5,2.5,0.7,0.3,86.6
Williamson,TX,57,333457,297,6.9,87.8,6.3,0.5,3.9,19.6
Wilson,TX,41,37529,47,12,96.2,2,0.7,0.6,37.7
Winkler,TX,53,6690,8,16.4,96.5,2.4,0.7,0.4,46.9
Wise,TX,37,56696,63,10.8,96.2,1.4,0.8,0.4,12.8
Wood,TX,35,40855,63,15.2,92.6,5.9,0.5,0.3,6.9
Yoakum,TX,53,7408,9,15.5,96.7,1.8,0.9,0.6,50.5
Young,TX,57,18000,20,16.4,96.3,1.4,0.9,0.5,12.6
Zapata,TX,30,13373,13,27,98.4,0.5,0.4,0.6,87.6
Zavala,TX,37,11796,9,32.7,97.4,1,1,0.5,91.3
Beaver,UT,37,6204,2,10.1,97.1,0.3,1.2,1,8.4
"Box Elder",UT,34,46440,8,8.4,96.8,0.3,1,1.1,7.2
Cache,UT,38,98055,84,11.4,95.4,0.5,0.6,2.6,8
Carbon,UT,53,19437,13,13.5,97.5,0.3,1.2,0.6,10.8
Daggett,UT,43,943,1,6.2,98,1.2,0.8,0,5.5
Davis,UT,57,268187,881,7.4,94.6,1.2,0.6,2.1,6.4
Duchesne,UT,38,15354,5,14.3,92.9,0.3,5,0.4,4.1
Emery,UT,41,10711,2,11.6,97.9,0.3,0.8,0.4,6
Garfield,UT,29,4470,1,10,97.4,0.2,2,0.3,3.1
Grand,UT,29,8743,2,13.9,93.4,0.3,5.3,0.3,6.6
Iron,UT,41,38311,12,14.5,94.5,0.4,2.2,1.8,5.1
Juab,UT,43,9113,3,9.7,98,0.2,1.2,0.6,2.3
Kane,UT,29,6202,2,9,98,0.1,1.4,0.3,2.6
Millard,UT,41,12284,2,11.7,97.2,0.2,1.5,0.6,10.9
Morgan,UT,35,7906,13,4.7,98.5,0.1,0.2,0.3,1.7
Piute,UT,25,1365,2,13.8,98.5,0.1,1.2,0.1,5.3
Rich,UT,41,2051,2,7.7,99.6,0,0,0.4,2
"Salt Lake",UT,32,948172,1286,9.8,92,1.3,0.9,4.2,14.5
"San Juan",UT,38,14104,2,22.6,43.2,0.1,55.9,0.2,3.3
Sanpete,UT,53,24044,15,13.5,96.3,0.5,1,1.5,8
Sevier,UT,53,19386,10,11.8,97.3,0.3,1.7,0.4,3
Summit,UT,34,35001,19,5.6,97.3,0.5,0.4,1.2,10.5
Tooele,UT,15,51311,7,7.7,94.4,1.6,1.5,1.1,9.2
Uintah,UT,15,26995,6,12.4,89,0.2,9.4,0.5,3.8
Utah,UT,25,443738,222,11.2,95.8,0.4,0.6,1.8,8.3
Wasatch,UT,35,18974,16,6.3,96.7,0.5,0.8,0.8,7.4
Washington,UT,44,118885,49,11.4,95.9,0.4,1.4,1.1,6.5
Wayne,UT,37,2450,1,11.5,98.9,0.2,0.4,0.4,2.7
Weber,UT,57,210749,366,9.9,94.7,1.5,0.9,1.6,14.9
Addison,VT,39,36965,48,8.7,97.4,0.6,0.2,0.8,1.2
Bennington,VT,57,36999,55,10,97.7,0.7,0.2,0.8,1.2
Caledonia,VT,41,30440,47,11.3,97.8,0.4,0.5,0.5,0.8
Chittenden,VT,44,149613,278,7.6,95.1,1,0.2,2.3,1.2
Essex,VT,47,6602,10,12.3,97.1,0.4,0.5,0.5,0.6
Franklin,VT,37,47914,75,9.5,96.5,0.4,1.3,0.3,0.7
"Grand Isle",VT,30,7703,93,7.2,97.5,0.2,0.9,0.4,0.5
Lamoille,VT,51,24495,53,8.8,97.2,0.6,0.5,0.5,1
Orange,VT,37,29287,43,9.2,98.3,0.3,0.3,0.5,0.8
Orleans,VT,41,27640,40,13.2,97.6,0.5,0.5,0.4,1
Rutland,VT,37,63743,68,10.3,98.3,0.4,0.2,0.5,0.8
Washington,VT,32,59478,86,8.4,97,0.5,0.3,0.9,1.4
Windham,VT,39,44143,56,9.7,97,0.7,0.2,1,1.2
Windsor,VT,44,58028,60,8.7,97.8,0.4,0.2,0.8,1
Accomack,VA,27,39424,87,15.4,69.1,29.5,0.4,0.6,7.9
Albemarle,VA,32,90717,126,7.6,84.3,9.7,0.3,4.5,3.5
Alleghany,VA,47,16715,38,11.1,93.4,5.5,0.2,0.3,0.6
Amelia,VA,51,12273,34,9.7,74.8,24.5,0.3,0.1,0.8
Amherst,VA,39,32134,68,11.1,78.3,19.7,0.8,0.5,1.2
Appomattox,VA,48,13967,42,12.4,77.7,21.6,0.2,0.2,0.7
Arlington,VA,44,195965,7575,7.4,80,8.8,0.4,9,15.8
Augusta,VA,20,69725,72,7.7,95.1,3.9,0.2,0.3,1.6
Bath,VA,38,4937,9,8,91.9,7.1,0.1,0.7,0.4
Bedford,VA,32,65286,87,8,92.2,6.4,0.2,0.6,0.8
Bland,VA,51,6943,19,12.3,95.5,4.2,0,0.1,0.5
Botetourt,VA,21,32027,59,6.3,94.3,4.3,0.2,0.7,0.9
Brunswick,VA,33,17920,32,17.8,43.3,56.3,0,0.2,1.5
Buchanan,VA,40,24755,49,21.6,96.5,3,0,0.3,0.6
Buckingham,VA,33,16058,28,17.2,61.4,37.6,0.2,0.2,1
Campbell,VA,44,52339,104,11.6,82.6,15.5,0.2,0.8,1.1
Caroline,VA,51,25563,48,10,67.3,30.3,0.7,0.6,2.7
Carroll,VA,57,29438,62,13.9,99,0.6,0.1,0.1,2
"Charles City",VA,51,7119,39,10.4,45.7,47.2,6.8,0.2,0.8
Charlotte,VA,32,12404,26,16,68,31.6,0,0.2,2
Chesterfield,VA,36,288876,679,6.7,74.8,20.8,0.4,2.9,4.5
Clarke,VA,47,14205,80,6.7,92.7,6.3,0.2,0.6,2.6
Craig,VA,38,5154,16,9.6,98.9,0.5,0.2,0.2,0.3
Culpeper,VA,39,42530,112,9.2,80.9,16.2,0.5,1.1,5.5
Cumberland,VA,32,9378,31,14.2,64,34.5,0.3,0.6,2.2
Dickenson,VA,45,16243,49,18.4,99.1,0.6,0.1,0.1,0.5
Dinwiddie,VA,30,25391,50,10.4,66.2,32.5,0.3,0.5,1.4
Essex,VA,41,10492,41,12.5,58.4,39.4,0.6,1,1.4
Fairfax,VA,32,1006529,2548,5.8,72.5,9.3,0.3,15.5,12.2
Fauquier,VA,38,64997,100,5.8,88.5,8.8,0.3,1.1,4.3
Floyd,VA,48,14649,38,11.4,97.5,1.9,0,0.3,2.1
Fluvanna,VA,30,24751,86,6.5,81.3,17,0.1,0.5,1.8
Franklin,VA,39,50345,73,11.5,90.2,8.7,0.2,0.4,1.7
Frederick,VA,32,69123,167,6.7,94.2,3.6,0.2,1,4.1
Giles,VA,48,17098,48,10.8,97.9,1.5,0.1,0.2,0.8
Gloucester,VA,31,37787,174,9,88,9.6,0.5,0.7,1.9
Goochland,VA,30,19360,68,7.2,76.5,21.8,0.2,1.1,1.4
Grayson,VA,30,16366,37,14.9,97.4,2.1,0.1,0.2,2.2
Greene,VA,35,17418,111,8,91.5,6.8,0.2,0.6,2.2
Greensville,VA,47,11088,38,16.2,40.6,58.8,0.1,0.4,1.4
Halifax,VA,35,36284,44,16.3,61,38,0.3,0.2,1.4
Hanover,VA,32,97426,206,5.3,88.1,9.7,0.3,1.1,1.2
Henrico,VA,24,280581,1179,7.9,66.1,27.4,0.4,4.9,3.1
Henry,VA,37,56501,148,13.5,76,22.6,0.3,0.6,5.4
Highland,VA,58,2475,6,11.7,99.4,0.2,0.2,0.1,0.5
"Isle of Wight",VA,21,33417,106,9.3,73.8,24.8,0.3,0.5,1.2
"James City",VA,40,57525,402,7.2,83.9,13,0.3,1.7,2.2
"King and Queen",VA,32,6796,21,11.6,66.2,32,1.3,0.3,1.4
"King George",VA,35,20637,115,7,79.3,17.4,0.6,1.3,2.6
"King William",VA,35,14732,53,7.1,77.1,20.4,1.4,0.5,1.5
Lancaster,VA,30,11593,87,13.3,72.1,27.2,0.1,0.5,0.8
Lee,VA,23,23686,54,21.4,98.5,0.7,0.1,0.3,0.5
Loudoun,VA,57,255518,492,3.7,78.2,7.5,0.3,11.5,9.1
Louisa,VA,51,30020,60,10.2,79.1,19.4,0.4,0.3,1.2
Lunenburg,VA,32,13194,31,17.2,60.7,38.3,0.3,0.3,2.7
Madison,VA,48,13398,42,9.4,87.6,11,0.1,0.7,1.4
Mathews,VA,47,9194,107,8.7,88.7,10.8,0.2,0.2,0.8
Mecklenburg,VA,35,32529,52,15.3,60.9,38,0.3,0.5,1.6
Middlesex,VA,48,10493,81,11.5,81.3,18.2,0.3,0.2,1.3
Montgomery,VA,28,84303,217,15.1,89.8,4,0.2,4.8,1.9
Nelson,VA,48,15101,32,11.2,84.7,14.2,0.1,0.3,2.5
"New Kent",VA,30,16107,77,5.6,83.2,14.6,1,0.6,1.6
Northampton,VA,23,13548,65,18,59.3,40,0.1,0.3,5.8
Northumberland,VA,48,12874,67,12.2,74,25.1,0.2,0.4,1.1
Nottoway,VA,23,15560,49,17.2,58.7,40.4,0.1,0.4,2.5
Orange,VA,47,30246,89,8.6,85.3,13.2,0.3,0.5,2.1
Page,VA,48,23831,77,11.9,96.8,2.4,0.1,0.2,1.3
Patrick,VA,48,19209,40,14.1,93,6.1,0.2,0.3,2.4
Pittsylvania,VA,44,61854,64,12.4,75.2,23.9,0.2,0.2,1.6
Powhatan,VA,30,26598,102,5.9,84,15.2,0.2,0.2,1.3
"Prince Edward",VA,23,20455,58,18.3,62.8,35.8,0.2,0.7,1.2
"Prince George",VA,21,36725,138,9.3,60.7,35.5,0.4,2,6
"Prince William",VA,24,348588,1032,6.1,70.1,19.4,0.5,6.7,17.4
Pulaski,VA,57,35081,109,13,92.6,6.1,0.1,0.4,1.2
Rappahannock,VA,30,7271,27,7.4,93.4,5.4,0.2,0.2,1.9
Richmond,VA,47,9114,48,15.5,66.1,33.1,0,0.6,2.8
Roanoke,VA,20,88172,351,6.9,92.4,4.8,0.1,2,1.6
Rockbridge,VA,30,21242,35,9.8,95.3,3.3,0.3,0.6,0.7
Rockingham,VA,20,71251,84,9,97.2,1.7,0.1,0.5,4.2
Russell,VA,40,28949,61,16.7,98.7,0.9,0.1,0.1,0.6
Scott,VA,41,22962,43,15.3,98.6,0.8,0.1,0.1,0.6
Shenandoah,VA,57,39184,77,8.9,97.1,1.5,0.1,0.5,4.4
Smyth,VA,27,32640,72,14.8,97.1,2.2,0.1,0.2,1
Southampton,VA,51,17585,29,13.9,59.4,40,0.2,0.2,1
Spotsylvania,VA,26,116549,291,6,81.6,14.4,0.3,1.9,5.2
Stafford,VA,26,117874,436,5,78.4,16.1,0.4,2.4,6.3
Surry,VA,32,7013,25,10.9,49.6,49.7,0.1,0.4,0.9
Sussex,VA,33,12071,25,17,38,61.2,0,0.3,1.2
Tazewell,VA,27,44795,86,15.5,96,2.5,0.2,0.9,0.5
Warren,VA,21,35556,166,9.6,92.8,5.1,0.3,0.6,2.7
Washington,VA,44,52085,93,12.2,97.4,1.6,0.1,0.4,0.8
Westmoreland,VA,30,17227,75,13.8,68.4,30.2,0.4,0.4,3.6
Wise,VA,37,41997,104,19.4,93.5,5.5,0.2,0.4,0.9
Wythe,VA,35,28421,61,12.7,95.8,3,0.2,0.5,0.8
York,VA,32,61758,585,5,79.8,13.5,0.4,4.4,3.6
"Alexandria City",VA,44,135337,8915,8.8,70.7,21.7,0.4,5.4,13.4
"Bedford City",VA,47,6211,901,15.8,75.9,22.7,0.1,0.9,0.9
"Bristol City",VA,47,17335,1344,16.4,92.5,5.9,0.2,0.7,1.3
"Buena Vista City",VA,48,6437,942,11.6,93,5.9,0.4,0.4,1.6
"Charlottesville City",VA,37,40437,3941,17.8,71.9,21.4,0.1,4.7,3.1
"Chesapeake City",VA,57,218968,643,9.1,65.8,30.1,0.4,2.1,2.5
"Colonial Heights City",VA,30,17567,2349,7.4,85.6,10.3,0.2,3.1,2.8
"Covington City",VA,62,6205,1094,12.7,83.2,14.5,0.4,1,1
"Danville City",VA,27,46143,1072,19.3,52.9,45.7,0.2,0.8,2
"Emporia City",VA,47,5587,811,16.4,41.2,58.2,0,0.6,2.8
"Fairfax City",VA,30,21963,3481,5.5,77.3,6.5,0.4,14.3,13.1
"Falls Church City",VA,30,10781,5418,3,85.6,5,0.2,7.5,7.9
"Franklin City",VA,47,8594,1029,17.3,43.2,55.7,0.2,0.8,1.1
"Fredericksburg City",VA,47,20732,1971,14.1,75.7,20.7,0.4,1.8,6.9
"Galax City",VA,47,6676,811,17.9,91,7.4,0.5,0.8,13.7
"Hampton City",VA,40,145579,2811,13.1,48.2,47.1,0.4,2.2,3.3
"Harrisonburg City",VA,37,40438,2303,17.9,87.5,6.5,0.3,3.5,11.6
"Hopewell City",VA,53,22690,2216,16.4,60.1,37.2,0.4,1.1,4
"Lexington City",VA,47,6776,2721,16.1,87.5,9.4,0.3,2.4,1.8
"Lynchburg City",VA,35,66973,1356,17.5,66.9,29.8,0.2,1.7,1.5
"Manassas City",VA,25,37569,3783,7.5,80.5,13.3,0.5,3.9,25.1
"Manassas Park City",VA,42,11622,4667,6.5,79.7,11.7,0.5,6.2,28.4
"Martinsville City",VA,47,14925,1362,17.9,56.4,42.4,0.1,0.7,3.6
"Newport News City",VA,53,179899,2634,14,52,42.2,0.4,2.7,4.4
"Norfolk City",VA,53,231954,4317,19.8,49.2,44.9,0.4,3.1,4.1
"Norton City",VA,47,3677,488,18.1,92.1,6,0,1.6,1.1
"Petersburg City",VA,37,32604,1425,18.5,19.7,78.6,0.1,0.9,2
"Poquoson City",VA,30,11811,761,4.8,95.7,1.7,0.3,1.8,1.3
"Portsmouth City",VA,53,100169,3021,16.5,44.7,52.3,0.5,1,2
"Radford City",VA,47,14575,1484,18.5,88.2,7.7,0.3,2.7,1.5
"Richmond City",VA,33,193777,3226,20.2,40.8,56.2,0.2,1.6,3.6
"Roanoke City",VA,35,92631,2160,16.9,69.8,27.1,0.2,1.4,2.2
"Salem City",VA,30,24654,1690,8.4,91.5,6.7,0.1,1.2,1.2
"Staunton City",VA,62,23337,1184,13.1,86,12.1,0.3,0.5,1.3
"Suffolk City",VA,37,78994,197,11.4,55.3,42,0.3,1.3,1.9
"Virginia Beach City",VA,36,438415,1766,8,71.5,20,0.4,5.4,4.7
"Waynesboro City",VA,62,21269,1385,13.1,87.2,10.4,0.4,0.8,4.4
"Williamsburg City",VA,47,11751,1376,17.5,81.6,12.5,0.3,4.7,3
"Winchester City",VA,62,25119,2692,12,85.4,10.6,0.4,2,10.1
Adams,WA,53,16803,9,15.8,96.5,0.7,1.2,0.9,50.4
Asotin,WA,57,21178,33,14.5,96.6,0.3,1.1,0.8,2.3
Benton,WA,57,157950,93,10.1,93.4,1.2,1,2.7,14.3
Chelan,WA,35,69791,24,12.6,96,0.5,1.1,1.1,20.5
Clallam,WA,44,69689,40,11.9,90.9,0.9,5,1.5,4
Clark,WA,36,403766,643,10.5,90.2,2,0.9,4.1,5.6
Columbia,WA,52,4129,5,11.9,97.6,0.4,1,0.6,6.2
Cowlitz,WA,32,97325,85,13.7,94.1,0.7,1.6,1.5,5.4
Douglas,WA,34,34977,19,11.9,95.9,0.6,1.3,0.9,21.8
Ferry,WA,29,7542,3,16.6,80.5,0.2,17,0.3,2.8
Franklin,WA,41,63011,51,15.3,93.6,2.6,0.8,2,47.8
Garfield,WA,33,2344,3,11.3,98.8,0,0.3,0.5,3
Grant,WA,37,81229,30,15.8,95.1,1.1,1.4,1.1,33.4
"Grays Harbor",WA,35,70900,37,15,90.9,0.5,4.8,1.4,6.1
Island,WA,26,79252,380,8.3,89.9,2,0.9,4.4,3.6
Jefferson,WA,57,28666,16,11,93.8,0.8,2.1,1.4,2.4
King,WA,34,1793583,844,9.4,76.2,5.9,1,13.5,6.4
Kitsap,WA,57,240661,608,9.2,86,2.8,1.6,5.4,4.4
Kittitas,WA,39,36841,16,13.4,93.2,0.9,1.1,3.2,5.7
Klickitat,WA,53,19839,11,14.5,94.2,0.4,3.1,0.8,8.5
Lewis,WA,44,72449,30,13.5,95.9,0.5,1.3,1,6.4
Lincoln,WA,58,10381,4,11.5,96.1,0.3,2.1,0.3,2.1
Mason,WA,57,54359,57,11.9,91.5,1.2,3.6,1.7,5.5
Okanogan,WA,33,39782,8,18.7,86,0.4,11.1,0.7,14.1
Pacific,WA,32,21579,23,13.7,93.3,0.4,2.4,2.1,5.7
"Pend Oreille",WA,53,12673,9,15,94.3,0.3,3.3,0.8,2
Pierce,WA,39,753787,449,10.7,80.1,7.1,1.5,6.6,6.3
"San Juan",WA,47,15274,87,8.5,96.4,0.3,1.1,1.2,2.7
Skagit,WA,44,113171,65,11.5,93.7,0.7,2,2,12.8
Skamania,WA,41,10664,6,10.9,95.7,0.4,2.1,0.7,4.7
Snohomish,WA,32,655944,314,9.4,85.5,2.2,1.5,7.8,6
Spokane,WA,25,440706,250,12.8,92,1.7,1.5,2.3,3.2
Stevens,WA,41,42013,17,14.6,91.3,0.3,5.6,0.7,2
Thurston,WA,57,228867,315,9,86.9,2.7,1.6,5.4,5
Wahkiakum,WA,38,3849,15,8.9,96.1,0.3,1.7,0.5,2.6
"Walla Walla",WA,35,57558,45,14,94.1,1.9,1.1,1.6,16.7
Whatcom,WA,40,183471,87,13,90.5,0.9,2.9,3.5,5.8
Whitman,WA,37,40170,19,15.8,87.4,2.1,0.7,7.6,3.4
Yakima,WA,33,231586,54,17.9,90.4,1.3,5,1.5,38.5
Barbour,WV,23,15689,46,19.4,97.2,0.8,0.7,0.5,0.5
Berkeley,WV,37,93394,291,11.6,92.4,5.2,0.3,0.6,2.4
Boone,WV,40,25703,51,18.4,98.8,0.6,0.1,0.2,0.5
Braxton,WV,33,14851,29,19.9,98.5,0.7,0.2,0.2,0.5
Brooke,WV,57,24515,276,11.7,98.2,0.9,0,0.4,0.6
Cabell,WV,54,94031,334,17.6,93.7,4.3,0.2,0.7,0.7
Calhoun,WV,32,7387,26,21.5,99.2,0.1,0.3,0.1,0.7
Clay,WV,34,10356,30,22.5,98.5,0.1,0.7,0,0.4
Doddridge,WV,33,7476,23,18.1,99,0.3,0.2,0.2,0.6
Fayette,WV,27,46823,71,20.2,93.4,5,0.3,0.4,0.7
Gilmer,WV,33,6950,20,19.6,97,1.1,0.2,1.2,0.8
Grant,WV,32,11673,24,14.4,98.5,0.8,0.2,0.2,0.6
Greenbrier,WV,35,35027,34,16.1,95.4,3,0.4,0.2,0.7
Hampshire,WV,47,22025,34,14.1,97.8,1.1,0.2,0.4,0.8
Hancock,WV,57,31350,379,10.8,96.8,2.4,0.1,0.3,1
Hardy,WV,32,13287,23,12.9,97.5,1.9,0.1,0.1,1.3
Harrison,WV,54,68369,164,16.7,96.7,1.6,0.1,0.8,1.1
Jackson,WV,37,28403,61,14.9,98.7,0.1,0.2,0.3,0.3
Jefferson,WV,39,49206,235,9.3,91.5,6.1,0.3,0.8,3
Kanawha,WV,53,193559,214,15.2,90.3,7.1,0.2,0.9,0.6
Lewis,WV,23,17199,45,16.9,98.7,0.3,0.2,0.3,0.6
Lincoln,WV,33,22374,51,21.4,99.4,0,0.1,0.1,0.5
Logan,WV,27,36237,80,21,96.7,2.5,0.1,0.4,0.6
McDowell,WV,23,24273,45,32.4,88.7,10.6,0.1,0.1,0.5
Marion,WV,35,56509,182,16.2,95.3,3.3,0.2,0.4,0.8
Marshall,WV,27,34337,112,14.9,98.4,0.5,0.1,0.3,0.7
Mason,WV,40,25761,60,17.2,98.5,0.5,0.2,0.4,0.5
Mercer,WV,54,61589,146,18.8,92.6,5.9,0.2,0.6,0.6
Mineral,WV,27,27028,82,13.9,96.1,2.9,0.1,0.3,0.6
Mingo,WV,27,27210,64,24.7,96.5,2.4,0.3,0.2,0.5
Monongalia,WV,28,84386,234,15.3,92.8,3.5,0.2,2.3,1.2
Monroe,WV,32,13507,29,14.8,98.4,0.9,0.2,0.1,0.4
Morgan,WV,48,16022,70,11.3,98.8,0.7,0.2,0.1,0.8
Nicholas,WV,33,26464,41,19.2,99,0.1,0.2,0.2,0.5
Ohio,WV,27,45112,425,14.6,94.5,3.6,0.1,0.9,0.6
Pendleton,WV,32,7844,11,12.5,97,1.9,0.3,0.4,1.1
Pleasants,WV,30,7376,56,12.2,98.4,0.6,0.5,0.4,0.4
Pocahontas,WV,37,8851,9,15.7,98.7,0.9,0,0.2,0.5
Preston,WV,40,30115,46,16.1,99.1,0.3,0,0.1,0.6
Putnam,WV,37,54443,157,9.7,97.6,0.9,0.2,0.7,0.6
Raleigh,WV,54,79167,130,18,89.9,8.2,0.2,0.9,1
Randolph,WV,27,28571,27,17.4,98,1.1,0.2,0.3,0.7
Ritchie,WV,33,10540,23,16.1,99,0.2,0.3,0.1,0.5
Roane,WV,32,15407,32,19.9,98.9,0.3,0.1,0.3,0.9
Summers,WV,32,13740,38,22.4,91.6,7.4,0.2,0.2,0.7
Taylor,WV,23,16291,94,17.2,98.3,0.8,0.2,0.3,0.6
Tucker,WV,32,6943,17,14.8,99.3,0,0.1,0.1,0.3
Tyler,WV,41,9340,36,15.5,99.7,0,0,0.1,0.4
Upshur,WV,23,23712,67,18.8,98.3,0.6,0.2,0.5,0.6
Wayne,WV,27,42091,83,17.3,98.7,0.2,0.2,0.3,0.5
Webster,WV,33,9804,18,24.1,99.5,0,0,0.1,0.4
Wetzel,WV,23,17117,48,16.4,99.1,0.2,0.1,0.4,0.5
Wirt,WV,33,5896,25,16.7,99.3,0.4,0.1,0.1,0.3
Wood,WV,35,87047,237,14,97.4,1.1,0.2,0.6,0.6
Wyoming,WV,40,24479,49,21.6,98.6,0.8,0.1,0.1,0.6
Adams,WI,48,20828,32,11,94.9,3.4,1,0.4,2.8
Ashland,WI,62,16627,16,12,87,0.3,11,0.4,1.2
Barron,WI,25,45834,53,9.2,98.2,0.1,0.8,0.4,1.1
Bayfield,WI,48,15145,10,9.6,89.3,0.2,8.9,0.3,0.9
Brown,WI,57,238987,452,8.1,92.2,1.6,2.5,2.4,5.3
Buffalo,WI,39,13968,20,7.9,98.9,0.2,0.3,0.4,0.7
Burnett,WI,32,16528,20,9.3,93.8,0.5,4.3,0.4,0.8
Calumet,WI,31,44137,138,4.8,96.4,0.6,0.4,1.8,1.9
Chippewa,WI,38,59950,59,9,97.9,0.3,0.4,0.9,0.8
Clark,WI,22,34098,28,10.1,98.6,0.2,0.6,0.3,1.7
Columbia,WI,20,55364,72,6.2,97.6,1.1,0.4,0.4,1.6
Crawford,WI,62,17134,30,10.1,97.5,1.7,0.3,0.3,0.9
Dane,WI,24,458106,381,7.9,89.2,4.3,0.4,4.4,4.3
Dodge,WI,20,88103,100,6.7,96,2.8,0.5,0.4,3
Door,WI,40,28349,59,7.1,98.1,0.3,0.8,0.4,1.1
Douglas,WI,57,44208,34,11.3,95.4,0.7,1.9,0.8,0.8
Dunn,WI,39,41708,49,9.4,96.4,0.4,0.3,2.2,0.8
"Eau Claire",WI,37,94089,148,9.6,95.2,0.7,0.5,2.5,1.1
Florence,WI,39,4974,10,8.4,98.8,0.3,0.3,0.3,0.5
"Fond du Lac",WI,38,99337,137,6.9,97,1.1,0.5,0.8,3
Forest,WI,62,9961,10,10,86.9,1.4,11,0.3,1.5
Grant,WI,25,49671,43,9.5,97.7,1,0.2,0.7,0.6
Green,WI,25,35165,60,6.7,98.6,0.4,0.1,0.3,1
"Green Lake",WI,47,19168,54,7.8,98.9,0.2,0.2,0.4,2
Iowa,WI,35,23569,31,7.1,98.9,0.3,0.1,0.3,0.8
Iron,WI,38,6649,9,9.6,98,0.3,0.9,0.4,0.7
Jackson,WI,62,19758,20,9.5,91.1,2.3,6,0.2,2.4
Jefferson,WI,32,79328,142,5.7,97.8,0.5,0.4,0.6,5.1
Juneau,WI,62,26725,35,9.6,95,2.2,1.6,0.6,1.9
Kenosha,WI,57,160544,588,8.8,90.8,5.7,0.4,1.4,8.8
Kewaunee,WI,42,20840,61,5.6,98.9,0.2,0.3,0.2,1.6
"La Crosse",WI,44,108958,241,9.7,94.2,1.1,0.4,3.3,1
Lafayette,WI,42,16310,26,8.6,99.2,0.2,0.1,0.3,0.8
Langlade,WI,62,20735,24,10.2,98.1,0.3,0.5,0.4,1
Lincoln,WI,25,30319,34,7.2,98.1,0.5,0.5,0.6,1
Manitowoc,WI,20,81949,139,7,96.1,0.5,0.5,2.3,2.1
Marathon,WI,57,128941,83,7.2,93.7,0.4,0.4,4.9,1.1
Marinette,WI,40,43406,31,8.9,98.1,0.3,0.6,0.4,0.9
Marquette,WI,47,15237,33,8.4,98.3,0.7,0.4,0.3,1.7
Menominee,WI,37,4580,13,19.3,15.1,0.4,83.9,0.4,4.1
Milwaukee,WI,39,921654,3815,16.2,68,26.3,0.8,3,10.5
Monroe,WI,37,42644,47,10.2,97,0.7,1,0.6,2.3
Oconto,WI,25,37666,38,7,97.8,0.2,0.9,0.3,0.8
Oneida,WI,40,36994,33,8.1,97.7,0.5,0.8,0.5,0.8
Outagamie,WI,57,171006,267,5.6,94.2,0.8,1.6,2.5,2.4
Ozaukee,WI,32,86072,371,3.6,96.4,1.3,0.2,1.4,1.6
Pepin,WI,42,7380,32,8.1,98.9,0.3,0.2,0.3,0.5
Pierce,WI,34,39102,68,6.4,97.9,0.5,0.3,0.7,1
Polk,WI,25,44329,48,7.2,97.7,0.3,1.1,0.3,0.8
Portage,WI,32,67585,84,8.4,96,0.5,0.4,2.4,1.6
Price,WI,38,15220,12,9,98.8,0.1,0.6,0.3,0.8
Racine,WI,57,195708,588,9.3,86.3,10.9,0.4,1,9.2
Richland,WI,62,18403,31,9.6,98.7,0.3,0.2,0.3,1
Rock,WI,57,157538,219,8.3,92.7,4.6,0.3,1.1,5.4
Rusk,WI,57,15198,17,11,98,0.7,0.5,0.6,0.8
"St. Croix",WI,38,77144,107,4.2,97.3,0.5,0.4,1.1,1.2
Sauk,WI,20,57746,69,7.6,97.8,0.3,0.9,0.4,2.2
Sawyer,WI,32,16975,14,11.2,82.3,0.5,15.7,0.6,1.4
Shawano,WI,25,41335,46,8.2,91.7,0.3,6.6,0.5,1.5
Sheboygan,WI,57,114610,223,6.6,93.7,1.3,0.4,3.9,4.5
Taylor,WI,39,19766,20,8.8,99.1,0.1,0.2,0.3,1
Trempealeau,WI,40,27812,38,7.9,99.3,0.2,0.2,0.1,1.5
Vernon,WI,22,29055,37,10.9,99.2,0.1,0.2,0.2,0.8
Vilas,WI,32,22330,26,8,89.8,0.3,9,0.5,1
Walworth,WI,32,99844,180,8,97.5,0.8,0.3,0.8,8.2
Washburn,WI,32,16601,21,9.7,97.5,0.3,1,0.2,1
Washington,WI,57,126158,293,4.6,97.5,0.7,0.3,0.9,1.6
Waukesha,WI,36,378971,682,4.1,95.6,1.1,0.2,2.2,3
Waupaca,WI,20,52563,70,7.4,98.5,0.2,0.4,0.3,1.9
Waushara,WI,48,24789,40,9.6,98,0.7,0.4,0.4,4.6
