County,State,Number_Counties,Population_Size,Population_Density,Poverty,White,Black,Native_American,Asian,Hispanic
Miami-Dade,FL,34,2376014,1221,18.9,76.5,20.5,0.3,1.5,60.1
Monroe,FL,44,76329,77,10.2,92.3,5.4,0.4,1.1,17.7
Nassau,FL,32,64746,99,8.9,90.5,7.5,0.4,0.7,2
Okaloosa,FL,23,182172,195,9.9,84.2,9.7,0.6,2.9,5.1
Okeechobee,FL,23,39836,51,15,89.3,8,0.9,1,21.5
Orange,FL,39,1023023,1127,13.2,72.5,20.7,0.5,4.5,22.8
Osceola,FL,23,231578,175,13.1,84.4,10.1,0.6,3,37.2
"Palm Beach",FL,34,1268548,643,10.9,80.5,16,0.5,2.1,15.9
Pasco,FL,25,429065,576,11.9,93.5,3.4,0.4,1.6,8.3
Pinellas,FL,39,928032,3315,12.1,85.6,10.1,0.4,2.7,6.2
Polk,FL,25,542912,290,14,82.9,14.2,0.5,1.4,13.2
Putnam,FL,54,73568,102,18.7,80.7,17.4,0.5,0.7,7.4
"St. Johns",FL,27,161525,265,8.1,91.4,6,0.3,1.6,3.7
"St. Lucie",FL,53,241305,422,12.9,80.8,16.5,0.3,1.4,12.3
"Santa Rosa",FL,23,143105,141,10,90.9,4.9,0.9,1.6,3.1
Sarasota,FL,36,366256,641,8.4,93.4,4.5,0.2,1.1,6.2
Seminole,FL,36,401619,1303,9.1,83.9,10.9,0.4,3.3,13.6
Sumter,FL,27,64182,118,13.1,85.1,12.9,0.5,0.7,7.7
Suwannee,FL,22,38624,56,16.4,86.6,11.5,0.4,0.6,7.1
Taylor,FL,37,19622,19,16.7,78.6,19,0.9,0.5,1.9
Union,FL,45,14916,62,18,74.8,23.5,0.6,0.4,4
Volusia,FL,25,490055,444,12.2,87.3,10,0.4,1.3,9
Wakulla,FL,51,28212,47,11,86.5,11.7,0.6,0.4,2.6
Walton,FL,27,50324,48,13.4,89.7,6.8,1.1,0.7,2.8
Washington,FL,32,22299,38,17.1,82.5,13.9,1.4,0.6,2.4
Appling,GA,34,17954,35,17,80.4,18.5,0.3,0.4,5.7
Atkinson,GA,31,8030,24,19.5,80.1,18.4,0.7,0.6,21.5
Bacon,GA,45,10379,36,17.9,82.3,16.3,0.1,0.7,4.1
Baker,GA,37,4154,12,19.6,48.4,51.2,0.3,0,2.7
Baldwin,GA,37,45230,175,17.6,54.3,44,0.2,1.2,1.5
Banks,GA,51,16055,69,12.3,95.3,3.4,0.3,0.7,3.8
Barrow,GA,37,59954,370,10.1,85.1,10.8,0.3,2.8,6.2
Bartow,GA,32,89229,194,10.9,88.6,9.3,0.3,0.8,5.6
"Ben Hill",GA,45,17316,69,19.3,65.2,33.7,0.3,0.4,6.4
Berrien,GA,45,16708,37,16.8,87.9,11,0.2,0.4,2.8
Bibb,GA,33,154918,620,18.9,47.5,50.3,0.2,1.4,1.6
Bleckley,GA,47,12141,56,15.3,73.9,24.7,0,1.2,1.4
Brantley,GA,53,15491,35,15.9,94.7,4.3,0,0.1,1.2
Brooks,GA,38,16327,33,20.1,60.9,38.1,0.1,0.4,3.9
Bryan,GA,51,28549,65,10,82.2,15,0.4,1.1,2.4
Bulloch,GA,27,61454,90,18.9,69.5,28.6,0.2,1.2,2.4
Burke,GA,34,23299,28,21.7,48,50.9,0.2,0.4,1.7
Butts,GA,47,21045,113,12.5,73.9,24.5,0.5,0.4,2
Calhoun,GA,37,5972,21,24.7,36.6,63.1,0.1,0.2,3.5
Camden,GA,37,45759,73,10.8,75.6,20.6,0.7,1.4,3.2
Candler,GA,38,10321,42,21.5,73.8,25.2,0.6,0.3,12.1
Carroll,GA,37,105453,211,12.5,81.3,16.7,0.3,0.8,4
Catoosa,GA,39,60813,375,10.6,95.6,2.1,0.3,1,1.6
Charlton,GA,37,10790,14,19,69.8,28.6,0.4,0.4,0.8
Chatham,GA,33,238410,544,16.8,55.1,41.3,0.3,2.2,2.7
Chattahoochee,GA,51,14679,59,14.5,65.3,28.8,0.8,2.9,10.5
Chattooga,GA,30,26570,85,14.6,88.3,10.7,0,0.3,3.2
Cherokee,GA,57,184211,435,6.4,91.9,4.9,0.4,1.6,7.9
Clarke,GA,54,104439,865,18.7,69.1,26,0.3,3.5,8.2
Clay,GA,37,3242,17,24.5,39.2,60.3,0,0.3,0.9
Clayton,GA,23,267966,1879,13.9,30.9,62.1,0.3,5.1,10.3
Clinch,GA,37,6996,9,20.5,67.2,31,0.7,0.6,1
Cobb,GA,32,663818,1952,9.6,71.9,22.5,0.3,4,10.3
Coffee,GA,40,39674,66,19.1,71.4,27,0.4,0.8,8.7
Colquitt,GA,27,43915,80,19.6,75.3,23.4,0.3,0.5,13.9
Columbia,GA,26,103812,358,6.8,80.8,14,0.3,3.5,2.9
Cook,GA,45,16366,71,18,70.9,28,0.2,0.6,4.9
Coweta,GA,32,109903,248,9.4,80.7,17.2,0.2,1,5.1
Crawford,GA,53,12874,40,14.4,77.3,21.6,0.4,0.2,2.4
Crisp,GA,45,22017,80,23.1,54.1,44.1,0.2,1.2,2.5
Dade,GA,47,16040,92,11.9,97.5,1.2,0.4,0.4,1.1
Dawson,GA,51,19731,93,9.2,97.8,0.7,0.2,0.5,2.7
Decatur,GA,40,28618,48,20.9,58.1,40.6,0.4,0.5,3.6
DeKalb,GA,39,677959,2528,13.2,38.9,55.6,0.3,4,8.9
Dodge,GA,33,19574,39,18.1,68.7,30.6,0.2,0.3,1.8
Dooly,GA,31,11749,30,21.1,49,49.7,0.1,0.9,4.5
Dougherty,GA,54,94882,288,21.6,34.2,63.7,0.2,1.1,1.5
Douglas,GA,26,112760,566,10,65.2,31.6,0.4,1.3,4.8
Early,GA,38,12056,24,23.3,48.3,50.9,0.1,0.3,1.3
Echols,GA,29,4253,11,19.3,90,8.8,1,0.1,27.3
Effingham,GA,37,46924,98,9.9,85,13.3,0.3,0.6,1.8
Elbert,GA,38,20799,56,16.1,68.9,30.2,0.2,0.3,3.6
Emanuel,GA,34,22108,32,21.8,66.5,32.6,0.2,0.4,5.9
Evans,GA,45,11443,62,20.6,66.9,32,0.5,0.6,8.7
Fannin,GA,30,21887,57,13.2,97.8,0.6,0.4,0.3,1.2
Fayette,GA,26,104248,529,5.2,78.4,17,0.2,3.2,3.6
Floyd,GA,35,94198,184,15,83.7,13.7,0.3,1.6,6.9
Forsyth,GA,32,140393,622,5.7,93.5,2.2,0.3,3,7.5
Franklin,GA,30,21590,82,14.6,90,8.8,0.2,0.5,1.5
Fulton,GA,39,915623,1732,16.2,51.6,42.9,0.2,4.2,7.2
Gilmer,GA,47,27335,64,12.9,96.5,0.8,0.8,1.3,8.6
Glascock,GA,32,2705,19,13.7,89.8,9.8,0.1,0,0.4
Glynn,GA,28,71874,170,14.9,72,26,0.3,0.7,4.1
Gordon,GA,37,50279,141,12.1,94.4,3.5,0.4,1,12.5
Grady,GA,45,24466,53,19,69.4,28.9,0.8,0.5,8.8
Greene,GA,45,15693,40,17.8,58.8,40.3,0.3,0.5,3.5
Gwinnett,GA,32,726273,1678,8.2,69.5,19.3,0.4,9.2,15.8
Habersham,GA,39,39603,142,12.1,92.6,3.8,0.6,2.4,10.6
Hall,GA,40,165771,421,12,90.1,7,0.4,1.8,24.8
Hancock,GA,31,9643,20,23.7,23.1,76.6,0.2,0.2,0.6
Haralson,GA,47,28338,100,14.6,93.5,5.5,0.1,0.4,1
Harris,GA,51,27779,60,8.4,79.9,18.4,0.4,0.7,1.7
Hart,GA,30,24036,104,14.1,79.2,19.6,0.1,0.7,1.4
Heard,GA,53,11346,38,14.8,89,10.3,0.2,0.2,1.4
Henry,GA,26,167848,520,6.6,68.5,27.2,0.3,2.7,4
Houston,GA,23,126163,335,11.3,69.2,26.9,0.4,2,3.7
Irwin,GA,38,10093,28,17.4,73.7,25.6,0.2,0.5,2.6
Jackson,GA,37,52292,153,12.2,90.6,7.1,0.1,1.4,3.8
Jasper,GA,53,13147,35,13.8,76.6,22.7,0.1,0.1,2.7
"Jeff Davis",GA,45,13083,39,17.7,83.9,15,0.3,0.8,7.3
Jefferson,GA,34,16926,32,20.1,43.4,56,0.1,0.3,1.8
Jenkins,GA,31,8729,25,21.9,58.1,41.1,0.3,0.3,4.2
Johnson,GA,38,9538,31,22.1,60,39.5,0,0.3,1.2
Jones,GA,51,26836,68,10.7,75.1,23.3,0.3,0.9,0.9
Lamar,GA,47,16378,89,13.4,70.4,28.4,0.2,0.5,1.4
Lanier,GA,45,7553,40,18.7,72.9,25.2,0.7,0.5,2.3
Laurens,GA,40,46896,58,17.6,63.4,35.1,0.2,0.9,1.5
Lee,GA,51,31099,87,9.1,81.3,16.7,0.3,1.3,1.3
Liberty,GA,37,57544,111,15.1,49.4,44.5,0.5,2.4,6.9
Lincoln,GA,53,8207,39,14.9,66.9,32.5,0.4,0.1,0.9
Long,GA,31,11083,28,19.3,72.6,24,0.7,1.4,9.1
Lowndes,GA,54,96705,192,17.7,63,34.1,0.4,1.4,3
Lumpkin,GA,51,24324,86,13.1,96,1.7,0.7,0.5,4.8
McDuffie,GA,45,21743,84,17.5,60.9,37.9,0.4,0.4,1.7
McIntosh,GA,31,11068,26,17.4,64.3,34.3,0.4,0.4,1
Macon,GA,34,13745,34,21,39.2,59.5,0.3,0.7,3.7
Madison,GA,47,27289,96,12.8,89.7,8.6,0.2,0.7,2.4
Marion,GA,37,7244,20,20,64,33.9,0.3,0.9,6.7
Meriwether,GA,45,22919,46,17.4,57.9,41,0.4,0.3,1.3
Miller,GA,37,6228,22,19,71.9,27.7,0.2,0.1,0.7
Mitchell,GA,45,23791,46,22.3,51.7,47.1,0.3,0.5,2.6
Monroe,GA,53,23785,60,11.6,73,25.6,0.4,0.5,1.8
Montgomery,GA,34,8909,36,18.4,74.4,25,0,0.4,4.5
Morgan,GA,53,17492,50,12,73.5,25.4,0.1,0.5,2
Murray,GA,37,40812,118,12.8,97.1,1.3,0.4,0.3,12.2
Muscogee,GA,33,185271,857,16.8,49.3,46.4,0.4,2.3,4
Newton,GA,37,86713,314,11.2,65.7,32,0.2,1.2,3.2
Oconee,GA,35,29748,160,7.1,90.7,6.3,0.2,2.1,3.3
Oglethorpe,GA,47,13609,31,12.4,80.3,18.8,0.1,0.2,2.7
Paulding,GA,26,112411,359,6.8,84.8,12.9,0.3,0.7,3.6
Peach,GA,45,24794,164,18.8,55.5,43.4,0.3,0.4,4.8
Pickens,GA,51,28442,123,10.2,97,1.6,0.4,0.4,2.7
Pierce,GA,45,17119,50,16.5,88.1,10.7,0.3,0.4,2.8
Pike,GA,51,16128,74,10.5,86.5,12.5,0.2,0.5,1.4
Polk,GA,37,40479,130,14.6,85.5,13.1,0.3,0.7,10
Pulaski,GA,38,9737,39,16.8,66.3,32.4,0.3,0.7,4.4
Putnam,GA,47,19829,58,13.6,71,27.8,0.2,0.7,3.8
Quitman,GA,37,2467,16,20,54.6,45.1,0.1,0,1.3
Rabun,GA,48,16087,43,12.1,97.2,1.3,0.4,0.5,7.1
Randolph,GA,37,7310,17,23.6,39,60.1,0.4,0.4,1.5
Richmond,GA,33,195769,604,18.6,43.7,52.7,0.3,1.7,2.6
Rockdale,GA,26,78545,601,10.9,62.2,34.4,0.3,2.1,8.5
Schley,GA,53,4122,25,15.4,72.8,26.6,0,0.3,2.3
Screven,GA,31,15430,24,18.5,54.8,44.4,0.3,0.5,1.2
Seminole,GA,38,9226,39,20.8,66.2,33.4,0.2,0.2,3.4
Spalding,GA,37,61289,310,16.3,65.8,32.4,0.2,0.9,2.3
Stephens,GA,27,25060,140,15.6,86.2,12,0.3,0.8,1.5
Stewart,GA,30,4882,11,21.2,37.8,61.6,0.2,0.3,1.7
Sumter,GA,40,32912,68,20.8,49,49.8,0.3,0.6,3.5
Talbot,GA,37,6709,17,18.1,42.6,56.7,0.1,0.3,1.7
Taliaferro,GA,30,1826,9,21.4,38.6,61.2,0,0,1
Tattnall,GA,33,23211,48,21.8,69.2,29.6,0.3,0.5,11.8
Taylor,GA,31,8887,24,20.1,58.7,40.4,0.2,0.6,2.4
Telfair,GA,38,13205,30,23.1,57.4,42.1,0,0.3,3.2
Terrell,GA,34,10711,32,22.7,38,61.2,0.2,0.6,1.5
Thomas,GA,27,44692,82,16.9,60.4,38.2,0.2,0.5,1.8
Tift,GA,27,40793,154,18.1,70.2,27.8,0.2,1.4,10.1
Toombs,GA,27,27274,74,21.1,73.8,25.1,0.2,0.6,11
Towns,GA,48,10315,62,12.1,98,1.2,0.2,0.4,1.4
Treutlen,GA,38,6753,34,22,67,32.4,0,0.5,1.6
Troup,GA,37,62015,150,15.2,65.5,32.8,0.1,1,2.3
Turner,GA,34,9474,33,22.2,58.2,41,0.2,0.5,3.2
Twiggs,GA,34,10299,29,16.5,58,41.4,0.1,0.2,1.4
Union,GA,30,19782,61,12.8,98,1.2,0.2,0.3,1
Upson,GA,27,27679,85,16.4,70.1,28.8,0.3,0.4,1.7
Walker,GA,37,63890,143,14.1,94.6,4.1,0.2,0.4,1.3
Walton,GA,32,75647,230,10.6,83.5,14.5,0.3,1,2.5
Ware,GA,23,34492,38,18.9,71.6,27.3,0.2,0.5,2.7
Warren,GA,37,6101,21,20.1,41,58.5,0.2,0.2,1.1
Washington,GA,34,20118,30,19.5,46.1,53.3,0.2,0.3,0.7
Wayne,GA,33,28390,44,17.5,78.4,20.2,0.2,0.6,4.4
Webster,GA,53,2289,11,17.2,52.9,47,0,0,4.3
Wheeler,GA,37,6706,23,24,65.4,33.6,0.7,0.1,4.6
White,GA,48,24055,100,11.8,95.5,2.2,0.3,1.1,2.4
Whitfield,GA,32,90889,313,12.1,93.3,3.9,0.5,1.4,27.9
Wilcox,GA,37,8721,23,22.2,63.4,36.3,0.1,0.2,1.5
Wilkes,GA,33,10457,22,16.9,56.8,42.2,0.2,0.4,2.5
Wilkinson,GA,53,10143,23,15.2,58.8,40.7,0.2,0.1,1.7
Worth,GA,45,21996,39,17.4,69.1,29.9,0.3,0.3,1.2
Hawaii,HI,53,167293,42,13.1,35.9,0.7,0.5,36,6.4
Honolulu,HI,32,905266,1509,10.5,22.9,3,0.3,55.1,4.7
Kalawao,HI,30,111,8,,41.4,0,0,55.9,5.4
Kauai,HI,20,62640,101,10.5,33.9,0.4,0.4,43.8,5.7
Maui,HI,57,139884,121,10.2,38.3,0.6,0.5,40.5,5.8
Ada,ID,36,344727,327,9.3,94.6,0.8,0.7,2.1,5.3
Adams,ID,41,3591,3,13.3,97.6,0.1,1.5,0.4,2.1
Bannock,ID,32,78155,70,13.5,93.5,0.7,3.1,1.3,5.2
"Bear Lake",ID,62,6176,6,11.2,98.8,0.3,0.6,0.2,2.3
Benewah,ID,53,9218,12,12.9,90.2,0.2,8,0.2,2
Bingham,ID,41,43739,21,12.9,91.1,0.3,7,0.6,13.9
Blaine,ID,30,21166,8,6.3,97.2,0.5,0.4,1,15.1
Boise,ID,41,7535,4,10,97.6,0.1,0.9,0.3,3.6
Bonner,ID,41,40908,24,13.4,97,0.2,1,0.4,1.8
Bonneville,ID,32,91856,49,11.6,96.6,0.7,0.7,0.9,8.1
Boundary,ID,53,10619,8,13.8,96.1,0.2,2.5,0.7,3.3
Butte,ID,41,2808,1,14,98.1,0.4,0.6,0.2,4.8
Camas,ID,43,1050,1,7.4,98.3,1,0.1,0.2,5.9
Canyon,ID,53,164593,279,13.5,95.8,0.6,0.9,1,19.8
Caribou,ID,43,7131,4,10,99.2,0,0.3,0.2,3.8
Cassia,ID,53,21324,8,14.6,97.6,0.3,0.9,0.4,20.9
Clark,ID,43,943,1,16.1,97.6,0.1,1.1,0.4,39.4
Clearwater,ID,41,8373,3,12.8,96.3,0.3,1.8,0.4,1.7
Custer,ID,41,4077,1,12,98.7,0,0.7,0,5.2
Elmore,ID,51,28634,9,11.7,91.4,3.5,1,2,12.7
Franklin,ID,51,12371,19,9.7,99.1,0.1,0.5,0.2,6.7
Fremont,ID,29,12242,7,13.2,98,0.2,0.6,0.5,12.3
Gem,ID,57,16273,29,11.8,97.4,0.1,1,0.4,7
Gooding,ID,57,14461,20,11.7,98,0.3,0.9,0.3,20
Idaho,ID,52,15697,2,15,95.1,0.1,3.2,0.4,1.7
Jefferson,ID,51,21580,20,11,97.8,0.4,0.7,0.6,9.7
Jerome,ID,53,19638,33,12.9,97.4,0.5,0.9,0.4,23.3
Kootenai,ID,37,127668,103,10.4,96.4,0.3,1.3,0.6,2.9
Latah,ID,39,34714,32,14,94.1,0.8,0.9,2.6,2.7
Lemhi,ID,25,7909,2,13.4,98.3,0.1,0.6,0.1,2.8
Lewis,ID,57,3750,8,12.3,94.2,0.4,4.5,0.6,2.6
Lincoln,ID,29,4545,4,11.1,96.3,1.1,1.4,0.4,17.1
Madison,ID,53,30975,66,15.5,97.3,0.4,0.4,1,4.2
Minidoka,ID,53,19014,25,13.3,97.2,0.4,1.2,0.6,27.3
"Nez Perce",ID,57,37931,45,11.8,91.6,0.5,5.6,1,2
Oneida,ID,37,4209,4,10.3,99.4,0.1,0.4,0.1,2.4
Owyhee,ID,38,11073,1,16.2,95,0.2,2.9,0.7,22.5
Payette,ID,57,22197,54,13.4,96.5,0.1,0.9,1,13.4
Power,ID,29,7753,6,14.5,96,0.3,3.2,0.5,25.4
Shoshone,ID,32,13157,5,16.6,96.8,0.1,1.5,0.3,2.3
Teton,ID,35,7467,17,9,98.3,0.3,0.6,0.6,13.8
"Twin Falls",ID,32,69419,36,12.7,96.9,0.4,0.8,0.9,11.2
Valley,ID,41,8332,2,9.7,98.2,0.2,0.7,0.4,2.8
Washington,ID,57,10098,7,13.8,97.1,0.2,0.8,1.3,16
Adams,IL,44,67040,78,11.2,95.2,3.3,0.2,0.5,0.9
Alexander,IL,38,8927,38,22.2,63.9,34.8,0.2,0.5,1.7
Bond,IL,48,18027,47,10.8,91.7,7.1,0.5,0.4,1.6
Boone,IL,31,50483,179,7.7,95.8,1.7,0.5,0.9,16.8
Brown,IL,32,6835,22,11.6,80.9,18.7,0,0.3,4.4
Bureau,IL,25,35330,41,8.6,98.1,0.6,0.2,0.6,6.1
Calhoun,IL,32,5163,20,8.6,99,0.1,0.3,0.3,0.8
Carroll,IL,47,16086,36,9.8,97.9,0.9,0.1,0.5,2.5
Cass,IL,48,13898,37,10.5,97.9,1.1,0.1,0.5,15.1
Champaign,IL,40,184905,185,12.6,78.7,11.2,0.3,7.9,3.8
Christian,IL,40,35176,50,10.5,96.4,2.5,0.2,0.6,1.1
Clark,IL,48,16976,34,10.3,98.9,0.4,0.1,0.2,0.5
Clay,IL,48,14122,30,11.8,98.6,0.2,0.3,0.7,0.8
Clinton,IL,34,36095,76,7.4,95.1,4,0.2,0.4,2
Coles,IL,37,51065,100,13.2,95.5,2.4,0.3,1.1,1.8
Cook,IL,34,5303683,5608,14.5,66.6,26.4,0.4,5.5,22.1
Crawford,IL,47,19898,45,11.7,94.1,4.8,0.3,0.4,2
Cumberland,IL,42,10973,32,10.1,99,0.3,0.2,0.2,0.6
DeKalb,IL,32,97665,154,9.3,90.8,5,0.2,2.8,8.4
"De Witt",IL,47,16617,42,9.9,98.2,0.7,0.2,0.4,1.5
Douglas,IL,42,19950,48,8.1,98.4,0.5,0.2,0.5,4.9
DuPage,IL,32,929113,2785,5.9,84.8,4.1,0.2,9.7,11.3
Edgar,IL,48,19157,31,11.6,97.3,2,0.2,0.3,0.9
Edwards,IL,47,6784,31,9.2,99.1,0.2,0,0.6,0.5
Effingham,IL,34,34581,72,8.9,98.8,0.3,0.2,0.4,1.1
Fayette,IL,48,21713,30,13.1,94.7,4.8,0,0.2,1.1
Ford,IL,47,14157,29,8.2,98.5,0.5,0,0.5,1.5
Franklin,IL,27,39723,96,14.8,98.8,0.3,0.2,0.2,1
Fulton,IL,57,37708,44,11.3,95.2,3.8,0.3,0.3,1.4
Gallatin,IL,32,6152,19,15.8,99.2,0.3,0.4,0,0.8
Greene,IL,62,14581,27,12.2,98.3,0.9,0.2,0.2,0.7
Grundy,IL,31,43838,104,6.1,97.3,1,0.2,0.6,6.2
Hamilton,IL,32,8301,19,12.2,98.7,0.6,0.3,0.2,1
Hancock,IL,47,19153,24,9.8,98.9,0.4,0.2,0.2,0.5
Hardin,IL,32,4718,26,14.8,97.1,2.2,0,0.6,1.2
Henderson,IL,38,7972,21,10.2,99.1,0.3,0.1,0.1,0.9
Henry,IL,20,50591,61,8.3,97.4,1.3,0.1,0.4,3.4
Iroquois,IL,25,30677,27,9.9,97.7,1,0.3,0.5,4.8
Jackson,IL,54,57954,99,19.3,81.2,12.6,0.3,4.3,2.9
Jasper,IL,39,10020,20,10.1,99.4,0.2,0.1,0.2,0.6
Jefferson,IL,22,40434,71,13.7,89.8,8.4,0.1,0.7,1.5
Jersey,IL,35,22456,61,8.4,97.9,1,0.1,0.4,0.9
"Jo Daviess",IL,42,22580,38,7.6,98.8,0.4,0.2,0.2,2.4
Johnson,IL,41,13169,38,12.7,86.9,12.3,0.2,0.3,3
Kane,IL,36,482113,926,7.4,89.9,5.6,0.4,2.9,27.3
Kankakee,IL,23,107972,160,11.3,82.6,15.2,0.2,0.9,6.4
Kendall,IL,31,79514,248,4.1,93.6,3.1,0.2,1.9,12.6
Knox,IL,44,53309,74,12.7,90.6,7.2,0.2,0.8,3.8
Lake,IL,32,702682,1570,6.9,85.9,6.8,0.3,5.5,18
"La Salle",IL,16,112604,99,10.2,96.8,1.7,0.2,0.7,6.4
Lawrence,IL,48,15930,43,12.5,95.2,4.1,0,0.1,1.4
Lee,IL,21,35669,49,8.8,93.9,4.6,0.1,0.8,4
Livingston,IL,40,39186,38,9.7,93.6,5.4,0.2,0.3,2.8
Logan,IL,40,30603,50,10.5,91.8,6.9,0.2,0.8,1.8
McDonough,IL,27,31966,54,15.9,92,4.3,0.1,2.8,1.8
McHenry,IL,57,303990,504,4.5,95.5,0.9,0.2,2.5,10
McLean,IL,44,159013,134,9.4,89.3,6.5,0.1,2.7,3.1
Macon,IL,23,110167,190,13.5,82.8,14.6,0.2,0.9,1.2
Macoupin,IL,22,49111,57,10.3,98,1,0.2,0.3,0.7
Madison,IL,25,264309,365,10.6,90.2,7.9,0.3,0.7,1.9
Marion,IL,22,40144,70,13.6,94.1,4,0.2,0.7,1
Marshall,IL,47,13217,34,7.9,98.5,0.5,0.2,0.3,1.8
Mason,IL,62,15741,29,11,98.9,0.3,0.3,0.3,0.6
Massac,IL,30,15348,64,13.2,92.8,6.1,0.1,0.2,1.1
Menard,IL,42,12738,41,8.5,98.9,0.5,0.2,0.2,0.9
Mercer,IL,42,16912,30,8.7,98.9,0.5,0.1,0.2,1.4
Monroe,IL,34,31040,80,4.1,99,0.2,0.2,0.3,1.3
Montgomery,IL,57,30396,43,12.5,95.3,3.9,0.2,0.3,1.1
Morgan,IL,57,35722,63,11.7,93,5.5,0.2,0.6,1.5
Moultrie,IL,42,14510,43,8.4,99.2,0.3,0.1,0.1,0.6
Ogle,IL,38,54290,72,8,97.7,0.7,0.3,0.5,7.6
Peoria,IL,23,182328,294,13.4,78.7,16.9,0.2,2.3,2.6
Perry,IL,62,22815,52,13.3,90.4,8.5,0.3,0.4,2.1
Piatt,IL,47,16680,38,6.1,98.7,0.4,0,0.4,0.7
Pike,IL,32,17099,21,12.5,97.8,1.5,0.1,0.3,0.6
Pope,IL,32,4211,11,14,93.5,4.9,0.7,0.3,1.1
Pulaski,IL,38,6794,34,19.8,67.6,30.9,0,1,1.5
Putnam,IL,42,6094,38,6.5,98.5,0.7,0.3,0.4,3.8
Randolph,IL,57,33122,57,11.4,89.9,9.2,0.1,0.3,1.7
Richland,IL,62,15798,44,12,98.5,0.5,0.1,0.6,0.8
"Rock Island",IL,27,147808,346,11.6,89.1,7.8,0.3,1.3,10
"St. Clair",IL,25,260067,392,14.5,67.8,29.5,0.3,1.2,2.6
Saline,IL,27,26072,68,15,94.3,4.5,0.3,0.2,1.1
Sangamon,IL,44,192789,222,10.1,86.8,10.4,0.2,1.4,1.2
Schuyler,IL,32,7073,16,9.5,98.9,0.8,0,0.2,0.8
Scott,IL,39,5412,22,9.6,99.5,0,0.2,0.2,0.2
Shelby,IL,47,22322,29,9.4,99.2,0.2,0.1,0.2,0.5
Stark,IL,38,6169,21,9.2,99.2,0.1,0.1,0.2,1.1
Stephenson,IL,25,47965,85,10.2,89.6,7.9,0.2,0.9,2.1
Tazewell,IL,57,129999,200,8.1,97.5,1.1,0.2,0.6,1.3
Union,IL,41,18202,44,13.7,97.6,1,0.5,0.4,3.5
Vermilion,IL,35,82344,92,14,87.1,11.2,0.2,0.6,3.4
Wabash,IL,62,12570,56,11.4,98.1,0.5,0.1,0.6,0.9
Warren,IL,48,17558,32,11,96.5,2,0.2,0.7,4.5
Washington,IL,42,14922,27,7.2,98.7,0.4,0.2,0.2,1
Wayne,IL,32,16796,24,12,98.6,0.4,0.2,0.4,0.6
White,IL,41,15284,31,12,98.7,0.4,0.2,0.1,0.7
Whiteside,IL,20,59863,87,9.4,97.1,1.3,0.3,0.5,9.4
Will,IL,36,642813,768,6.7,84.2,10.7,0.3,3.5,12.7
Williamson,IL,35,63617,150,13.6,95,3.1,0.3,0.6,1.6
Winnebago,IL,36,288695,562,12.3,85,11,0.4,2.1,9.5
Woodford,IL,34,37448,71,6,98.3,0.5,0.1,0.5,1
Adams,IN,31,33849,100,9.9,99,0.2,0.1,0.3,3.5
Allen,IN,36,344006,523,10.2,84.4,11.7,0.4,1.8,5.2
Bartholomew,IN,32,73540,181,8.3,94.4,2,0.2,2.6,3.4
Benton,IN,42,9039,22,7.5,98.2,0.5,0,0.1,2.7
Blackford,IN,47,13849,84,9.2,98.5,0.2,0.4,0.2,0.6
Boone,IN,31,52061,123,5.8,97.2,0.7,0.2,1.2,1.7
Brown,IN,30,15154,49,8.2,98.5,0.5,0.1,0.4,0.9
Carroll,IN,47,20426,55,7.5,99.2,0.3,0.1,0.1,3.7
Cass,IN,40,40130,97,9.7,96.8,1.6,0.5,0.6,10
Clark,IN,32,101592,271,9.4,90.5,7.1,0.3,0.8,2.6
Clay,IN,40,27142,76,9.6,98.3,0.6,0.3,0.2,0.7
Clinton,IN,25,34091,84,9.1,98.7,0.4,0.2,0.3,11.5
Crawford,IN,51,11216,37,12.9,98.9,0.2,0.4,0.4,1.2
Daviess,IN,22,30466,71,12.4,98.5,0.6,0.2,0.3,3.2
Dearborn,IN,31,49082,161,6.8,98,0.8,0.2,0.4,0.7
Decatur,IN,34,25184,68,9,98.2,0.2,0.1,1.2,0.9
"De Kalb",IN,31,41659,115,7,98.3,0.4,0.3,0.3,1.8
Delaware,IN,40,116362,296,13.4,91.1,6.8,0.2,0.9,1.2
Dubois,IN,31,40858,95,5.6,99,0.2,0.1,0.4,4.4
Elkhart,IN,57,195362,421,9.5,91.6,5.5,0.3,1.2,12.4
Fayette,IN,39,24885,116,10.4,97.7,1.6,0,0.3,0.6
Floyd,IN,32,71997,486,9.2,93.1,4.9,0.2,0.7,1.5
Fountain,IN,47,17462,44,9.3,99,0.2,0.2,0.3,1.8
Franklin,IN,35,23085,60,8,99.1,0.1,0,0.4,0.6
Fulton,IN,47,20665,56,9.5,98,0.7,0.3,0.4,2.9
Gibson,IN,40,33408,68,8.1,96.4,2.1,0.2,0.7,0.9
Grant,IN,37,70557,170,12.5,90.5,7.2,0.4,0.6,2.7
Greene,IN,40,33479,62,10.9,98.8,0.1,0.3,0.2,0.9
Hamilton,IN,57,240685,605,3.6,91.9,3.1,0.2,3.6,2.4
Hancock,IN,26,63138,206,5,96.5,1.3,0.2,0.7,1.2
Harrison,IN,34,36827,76,8.1,98.4,0.6,0.3,0.2,1.4
Hendricks,IN,26,127483,312,4.6,93.9,3.7,0.2,1.2,2
Henry,IN,40,47244,120,9.5,98.2,1,0.2,0.3,0.9
